Id,PID,MS SubClass,lot_frontage,lot_area,Street,Alley,Lot Shape,Overall Qual,Overall Cond,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,gr_liv_area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Misc Feature,Mo Sold,Yr Sold,Sale Type,SalePrice,total_sqft,Total Baths,Deck and Porch Sqft,House Age,Remodel Age,BasmtFin Sqft,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosA,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 1_RRNe,Condition 1_RRNn,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Roof Style_Gable,Roof Style_Gambrel,Roof Style_Hip,Roof Style_Mansard,Roof Style_Shed,Central Air_Y
2174,908127100,90,81.0,11841,Grvl,None,Reg,6,5,HdBoard,BrkFace,104.0,3,4,CBlock,4,3,Av,GLQ,Unf,0.0,816.0,3,SBrkr,816,3,1,3,5,Typ,0,0,None,0.0,None,0.0,0.0,0,0,Y,None,None,5,2007,WD ,118500,816,2.0,32,21,21,816.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
522,528458160,20,85.0,9187,Pave,None,Reg,9,5,CemntBd,Stone,162.0,5,3,PConc,5,3,Mn,GLQ,Unf,645.0,1766.0,5,SBrkr,1766,2,1,5,7,Typ,1,4,Attchd,2009.0,Fin,3.0,478.0,3,3,Y,None,None,10,2009,New,370878,1766,3.5,325,2,2,1121.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2211,909275030,90,82.0,6270,Pave,None,Reg,5,6,MetalSd,None,0.0,3,3,CBlock,3,3,No,BLQ,Unf,717.0,1001.0,3,FuseA,2002,4,2,3,8,Typ,0,0,2Types,1949.0,Unf,3.0,871.0,3,3,Y,None,None,8,2007,WD ,145000,2002,2.0,0,62,61,284.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1539,909425010,50,68.0,15660,Pave,None,IR1,7,9,VinylSd,BrkFace,312.0,4,4,CBlock,3,3,No,BLQ,Unf,457.0,798.0,5,SBrkr,1954,3,1,4,8,Typ,2,3,Attchd,1939.0,Unf,2.0,431.0,3,3,Y,None,None,5,2008,WD ,311500,1954,2.0,269,72,5,341.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2420,528228280,120,43.0,3087,Pave,None,Reg,7,5,VinylSd,BrkFace,14.0,4,3,PConc,4,3,Av,GLQ,Unf,767.0,1220.0,5,SBrkr,1364,2,1,4,6,Typ,1,4,Attchd,2006.0,Fin,2.0,437.0,3,3,Y,None,None,11,2006,New,210250,1364,3.0,116,5,5,453.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2779,907192010,60,95.0,13450,Pave,None,IR1,7,5,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,Unf,216.0,916.0,5,SBrkr,1861,3,1,4,8,Typ,0,0,BuiltIn,2002.0,RFn,2.0,492.0,3,3,Y,None,None,6,2006,WD ,200000,1861,3.5,237,9,9,700.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
953,914476020,90,75.0,10125,Pave,None,Reg,5,5,Plywood,None,0.0,3,3,CBlock,0,0,None,None,None,0.0,0.0,3,SBrkr,1734,4,2,4,8,Typ,0,0,Attchd,1977.0,Unf,2.0,539.0,3,3,Y,None,None,8,2009,COD,126000,1734,2.0,0,34,34,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
658,535377150,70,80.0,8146,Pave,None,Reg,4,8,MetalSd,None,0.0,4,4,BrkTil,2,3,No,Unf,Unf,405.0,405.0,4,SBrkr,1039,2,1,3,6,Typ,0,0,Detchd,1940.0,Unf,1.0,281.0,3,3,N,None,None,5,2009,WD ,114000,1039,1.0,279,111,8,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
714,902301060,70,60.0,9600,Pave,None,Reg,4,4,VinylSd,None,0.0,4,4,BrkTil,2,3,No,Unf,Unf,677.0,677.0,3,SBrkr,1510,3,1,4,7,Typ,0,0,Detchd,1974.0,Unf,2.0,720.0,3,3,N,None,None,6,2009,WD ,87500,1510,2.0,160,101,61,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1637,527212060,60,98.0,12328,Pave,None,IR1,8,5,VinylSd,Stone,146.0,4,3,PConc,5,3,Mn,GLQ,Unf,163.0,1149.0,5,SBrkr,2541,4,1,5,10,Typ,1,4,BuiltIn,2005.0,Fin,3.0,729.0,3,3,Y,None,None,7,2007,WD ,349265,2541,4.5,152,6,6,986.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
538,531369020,20,76.0,10141,Pave,None,IR1,8,5,VinylSd,BrkFace,264.0,4,3,PConc,4,3,Gd,BLQ,Rec,222.0,1512.0,5,SBrkr,1512,3,1,4,6,Typ,0,0,Attchd,2004.0,RFn,3.0,845.0,3,3,Y,None,None,1,2009,WD ,203000,1512,2.0,246,7,7,1290.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
546,531385020,20,65.0,8529,Pave,None,IR1,7,5,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,Unf,1434.0,1454.0,5,SBrkr,1434,3,1,4,6,Typ,1,3,Attchd,2001.0,RFn,2.0,527.0,3,3,Y,None,None,4,2009,WD ,189000,1434,2.0,329,10,10,20.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
533,528490070,60,65.0,8127,Pave,None,IR1,7,5,VinylSd,None,0.0,4,3,PConc,4,3,No,GLQ,Unf,402.0,812.0,5,SBrkr,1653,3,1,4,6,Typ,0,0,Attchd,2003.0,RFn,2.0,628.0,3,3,Y,None,None,3,2009,WD ,209000,1653,3.5,45,8,8,410.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
718,902327070,70,70.0,8400,Pave,None,Reg,6,7,Stucco,None,0.0,3,3,BrkTil,2,4,Mn,Unf,Unf,917.0,917.0,4,FuseA,2007,3,1,5,8,Typ,0,0,Detchd,1930.0,Unf,1.0,357.0,3,3,Y,None,None,6,2009,WD ,160000,2007,2.0,235,111,61,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1830,532479050,20,44.0,10751,Pave,None,IR1,5,5,Plywood,BrkFace,44.0,3,3,CBlock,2,3,Gd,ALQ,Unf,250.0,1037.0,3,SBrkr,1037,2,1,3,5,Typ,0,0,Attchd,1974.0,RFn,2.0,431.0,3,3,Y,None,None,8,2007,WD ,129000,1037,2.0,183,37,37,787.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2929,924100070,20,77.0,10010,Pave,None,Reg,5,5,HdBoard,None,0.0,3,3,CBlock,4,3,Av,ALQ,LwQ,195.0,1389.0,4,SBrkr,1389,2,1,3,6,Typ,1,3,Attchd,1975.0,RFn,2.0,418.0,3,3,Y,None,None,4,2006,WD ,170000,1389,2.0,278,37,36,1194.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2207,909254140,30,40.0,4280,Pave,None,Reg,5,6,WdShing,None,0.0,3,3,PConc,3,3,No,LwQ,Unf,75.0,440.0,3,SBrkr,694,2,1,4,4,Typ,1,4,Detchd,1990.0,Unf,1.0,352.0,4,3,P,MnPrv,None,3,2007,WD ,90350,694,1.0,34,98,9,365.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1417,905480150,50,60.0,9600,Pave,None,Reg,6,5,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,Unf,572.0,572.0,2,FuseF,1096,2,1,3,5,Typ,0,0,None,0.0,None,0.0,0.0,0,0,N,None,None,4,2008,WD ,79000,1096,1.0,136,87,61,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2787,907203040,20,70.0,9800,Pave,None,Reg,5,7,VinylSd,None,0.0,3,3,PConc,3,3,No,ALQ,Unf,0.0,894.0,3,SBrkr,894,3,1,3,5,Typ,0,0,Attchd,1975.0,Unf,2.0,552.0,3,3,Y,GdWo,None,7,2006,WD ,149900,894,2.0,256,39,39,894.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1037,527403360,20,63.0,7560,Pave,None,Reg,5,5,MetalSd,None,0.0,3,3,CBlock,4,3,No,Rec,ALQ,132.0,864.0,3,SBrkr,864,3,1,3,5,Typ,0,0,Detchd,1977.0,Unf,2.0,576.0,3,3,Y,None,None,5,2008,WD ,123000,864,2.0,0,40,40,732.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2659,902305090,70,60.0,9600,Pave,Grvl,Reg,4,2,AsbShng,None,0.0,3,3,BrkTil,3,2,No,Unf,Unf,1095.0,1095.0,2,SBrkr,1774,4,2,3,8,Min2,0,0,2Types,1920.0,Unf,3.0,779.0,2,2,N,None,None,5,2006,WD ,87000,1774,3.0,90,111,61,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1567,914475020,80,76.0,9880,Pave,None,Reg,6,6,Plywood,None,0.0,3,3,CBlock,3,3,Av,ALQ,Unf,574.0,1096.0,3,SBrkr,1118,3,1,3,6,Typ,1,1,Attchd,1977.0,Fin,1.0,358.0,3,3,Y,GdPrv,None,7,2008,WD ,171000,1118,2.0,203,34,34,522.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1225,534477080,50,80.0,9600,Pave,None,Reg,6,5,VinylSd,None,0.0,3,3,CBlock,3,3,No,BLQ,Unf,752.0,1032.0,3,FuseA,1252,3,1,3,6,Typ,0,0,Attchd,1950.0,Unf,1.0,288.0,3,3,Y,None,None,4,2008,WD ,119000,1252,1.0,96,61,61,280.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
685,535453200,20,70.0,7931,Pave,None,Reg,5,5,BrkFace,None,0.0,3,3,CBlock,3,3,No,BLQ,Unf,0.0,1148.0,3,SBrkr,1148,3,1,3,6,Typ,0,0,Attchd,1959.0,Unf,1.0,672.0,3,3,Y,GdPrv,None,7,2009,WD ,132500,1148,2.0,0,52,52,1148.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1358,903427090,70,68.0,5100,Pave,Grvl,Reg,8,7,Stucco,None,0.0,3,4,PConc,3,3,No,Unf,Unf,588.0,588.0,2,SBrkr,1666,3,1,4,7,Typ,1,4,Detchd,1925.0,Unf,1.0,228.0,3,3,Y,MnPrv,None,6,2008,WD ,161000,1666,1.0,255,86,15,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1461,907255030,60,68.0,9720,Pave,None,IR1,9,5,VinylSd,BrkFace,134.0,4,3,PConc,4,3,Mn,GLQ,Unf,163.0,1357.0,5,SBrkr,1947,3,1,4,7,Typ,1,3,BuiltIn,2001.0,Fin,3.0,725.0,3,3,Y,None,None,1,2008,WD ,274000,1947,3.5,284,10,9,1194.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
221,905104210,20,70.0,8521,Pave,None,Reg,5,5,HdBoard,None,0.0,3,3,CBlock,3,3,No,ALQ,Unf,70.0,912.0,3,SBrkr,912,3,1,3,5,Typ,1,2,Detchd,1974.0,Unf,1.0,336.0,3,3,Y,MnPrv,None,5,2010,WD ,125000,912,1.0,0,44,44,842.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2187,908225310,90,52.0,8741,Pave,None,Reg,5,6,Plywood,None,0.0,3,3,CBlock,3,3,No,Unf,Unf,1195.0,1195.0,3,SBrkr,1195,4,2,3,8,Typ,0,0,None,0.0,None,0.0,0.0,0,0,N,GdWo,None,7,2007,WD ,98500,1195,2.0,118,65,61,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2504,533128090,20,89.0,12461,Pave,None,Reg,8,5,ImStucc,None,0.0,4,3,PConc,4,3,No,GLQ,Unf,168.0,1624.0,5,SBrkr,1624,2,1,4,5,Typ,1,2,Attchd,1994.0,RFn,3.0,757.0,3,3,Y,GdPrv,None,7,2006,WD ,262000,1624,3.0,306,17,16,1456.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
855,907201280,20,76.0,6950,Pave,None,IR1,5,7,HdBoard,BrkFace,40.0,3,3,CBlock,3,3,No,ALQ,BLQ,132.0,914.0,3,SBrkr,914,2,1,3,5,Typ,0,0,Attchd,1979.0,Unf,2.0,444.0,3,3,Y,None,None,10,2009,WD ,134900,914,2.0,0,32,32,782.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2258,916326040,20,115.0,16905,Pave,None,Reg,5,6,VinylSd,None,0.0,3,4,CBlock,3,3,Gd,BLQ,Unf,383.0,1350.0,4,SBrkr,1328,2,1,3,5,Typ,2,4,Attchd,1959.0,RFn,1.0,308.0,3,3,P,None,None,7,2007,WD ,170000,1328,2.0,104,52,52,967.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2205,909254100,70,53.0,7155,Pave,None,Reg,6,8,Wd Sdng,None,0.0,3,3,BrkTil,3,3,No,Unf,Unf,686.0,686.0,3,SBrkr,1461,3,1,3,6,Typ,1,4,Detchd,1926.0,Unf,1.0,225.0,3,3,N,MnPrv,None,7,2007,WD ,135000,1461,1.0,116,85,20,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1158,533125080,60,68.0,9205,Pave,None,IR1,6,5,HdBoard,BrkFace,304.0,4,3,PConc,4,3,No,ALQ,Unf,226.0,930.0,5,SBrkr,2683,4,1,4,9,Typ,2,4,Attchd,1990.0,RFn,2.0,473.0,3,3,Y,None,None,6,2008,WD ,290000,2683,3.5,684,21,20,704.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1741,528222090,20,64.0,7697,Pave,None,Reg,7,6,VinylSd,BrkFace,0.0,4,3,PConc,4,3,No,Unf,Unf,1246.0,1246.0,5,SBrkr,1258,3,1,4,6,Typ,0,0,Attchd,2007.0,RFn,2.0,462.0,3,3,Y,None,None,8,2007,New,173500,1258,2.0,0,4,4,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2735,905426100,20,78.0,7800,Pave,None,Reg,5,8,MetalSd,None,0.0,3,4,CBlock,3,4,No,GLQ,Unf,293.0,896.0,5,SBrkr,2008,3,1,5,8,Typ,0,0,Attchd,1948.0,Unf,1.0,230.0,3,3,Y,None,None,8,2006,WD ,225000,2008,4.0,103,63,9,603.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1888,534278150,20,68.0,14357,Pave,None,IR1,5,5,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,ALQ,LwQ,386.0,864.0,3,SBrkr,1187,2,1,3,6,Typ,1,3,Attchd,1961.0,RFn,2.0,440.0,3,3,Y,None,None,8,2007,CWD,140500,1187,2.0,128,50,50,478.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2121,907125120,20,65.0,8775,Pave,None,Reg,5,5,VinylSd,None,0.0,3,3,PConc,4,3,No,GLQ,Unf,495.0,990.0,4,SBrkr,990,3,1,3,5,Typ,0,0,Attchd,1996.0,Unf,1.0,299.0,3,3,Y,None,None,4,2007,WD ,126000,990,1.0,64,17,17,495.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1176,533236060,160,24.0,2645,Pave,Pave,Reg,8,5,MetalSd,BrkFace,466.0,4,3,PConc,4,3,No,GLQ,Unf,348.0,960.0,5,SBrkr,1586,3,1,4,7,Typ,0,0,Detchd,1999.0,Unf,2.0,480.0,3,3,Y,None,None,12,2008,WD ,170000,1586,3.5,169,12,12,612.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
2773,907135230,20,43.0,13568,Pave,None,IR2,5,5,VinylSd,None,0.0,3,3,PConc,4,3,No,ALQ,Unf,274.0,990.0,5,SBrkr,990,3,1,3,5,Typ,0,0,Attchd,1996.0,Unf,2.0,576.0,3,3,Y,None,None,7,2006,WD ,156000,990,1.5,224,16,16,716.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2619,535426195,20,47.0,16321,Pave,None,IR1,5,6,MetalSd,None,0.0,3,3,CBlock,3,3,Gd,BLQ,Unf,207.0,1484.0,3,SBrkr,1600,2,1,3,6,Typ,2,4,Attchd,1957.0,RFn,1.0,319.0,3,3,Y,None,None,12,2006,WD ,207500,1600,2.0,546,54,14,1277.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1796,528458080,60,72.0,8640,Pave,None,Reg,8,5,VinylSd,None,0.0,4,3,PConc,4,3,Av,GLQ,Unf,546.0,896.0,5,SBrkr,1792,3,1,4,8,Typ,0,0,Attchd,2007.0,Fin,2.0,590.0,3,3,Y,None,None,11,2007,New,255000,1792,2.5,280,4,4,350.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1598,923225370,180,21.0,1596,Pave,None,Reg,4,6,CemntBd,None,0.0,3,3,CBlock,4,3,Gd,GLQ,Unf,25.0,462.0,3,SBrkr,988,1,1,3,4,Typ,1,1,BuiltIn,1973.0,RFn,1.0,297.0,3,3,Y,GdWo,None,7,2008,WD ,94900,988,2.0,221,38,38,437.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1965,535453150,20,70.0,7315,Pave,None,Reg,5,6,BrkFace,None,0.0,3,3,CBlock,3,3,No,Rec,Unf,545.0,1170.0,3,SBrkr,1170,3,1,3,6,Typ,1,3,Attchd,1958.0,RFn,1.0,338.0,3,3,Y,None,None,3,2007,WD ,140000,1170,1.5,225,53,53,625.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
